"SITEID","STA_SEQ","ID","Station_Name","EVALSTATUS","TNT","SurveyID","SurveyName","XlongDD","YlatDD","WGT","BugAssess","BugBCG","Chloride"
"CTS06621-0694",NA,"","","LowGrad","Target",NA,"2011-2015",-73.1592,41.4717,156.3568317,"","",NA
"CTS06621-0695",NA,"","","NoAcc","Target",NA,"2011-2015",-72.8143,41.9205,156.3568317,"","",NA
"CTS06621-0696",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.8011,41.7505,156.3568317,"","",NA
"CTS06621-0697",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.7387,41.3219,156.3568317,"","",NA
"CTS06621-0698",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.0128,41.2612,156.3568317,"","",NA
"CTS06621-0699",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.3368,41.922,156.3568317,"","",NA
"CTS06621-0700",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.217,41.5857,156.3568317,"","",NA
"CTS06621-0701",NA,"","","Pond","NonTarget",NA,"2011-2015",-72.9776,41.5763,156.3568317,"","",NA
"CTS06621-0702",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.3769,41.2589,156.3568317,"","",NA
"CTS06621-0703",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.3887,42.0197,156.3568317,"","",NA
"CTS06621-0704",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-71.8072,41.5234,156.3568317,"","",NA
"CTS06621-0705",14720,"S14720_2011_2015","Green Fall River","CMPLTE","Target",3,"2011-2015",-71.8169,41.4575,156.3568317,"Pass","BCG2",6.04
"CTS06621-0706",14825,"S14825_2011_2015","Naugatuck River","CMPLTE","Target",3,"2011-2015",-73.0701,41.6712,156.3568317,"Pass","BCG5",61.5
"CTS06621-0707",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.2938,41.1472,156.3568317,"","",NA
"CTS06621-0708",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.7041,41.8984,156.3568317,"","",NA
"CTS06621-0709",16122,"S16122_2011_2015","Early Brook","CMPLTE","Target",3,"2011-2015",-72.3448,41.5013,156.3568317,"Pass","BCG2",14.6
"CTS06621-0710",16972,"S16972_2011_2015","PITCH BROOK","CMPLTE","Target",3,"2011-2015",-73.1616,41.7056,156.3568317,"Pass","BCG2",11.35
"CTS06621-0711",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.0444,41.9817,156.3568317,"","",NA
"CTS06621-0712",16603,"S16603_2011_2015","DAY MEADOW BROOK","CMPLTE","Target",3,"2011-2015",-72.4074,41.5823,156.3568317,"Fail","BCG5",30.05
"CTS06621-0713",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.5125,41.3852,156.3568317,"","",NA
"CTS06621-0714",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.4627,41.5772,156.3568317,"","",NA
"CTS06621-0715",18159,"S18159_2011_2015","West Branch Farmington River","CMPLTE","Target",3,"2011-2015",-73.0132,41.9432,156.3568317,"Pass","BCG3",21
"CTS06621-0716",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-71.9713,41.6813,156.3568317,"","",NA
"CTS06621-0717",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.7482,41.5134,156.3568317,"","",NA
"CTS06621-0718",NA,"","","NoAcc","Target",NA,"2011-2015",-73.5179,41.1059,156.3568317,"","",NA
"CTS06621-0719",15051,"S15051_2011_2015","Durkee Brook","CMPLTE","Target",3,"2011-2015",-71.9285,41.8768,156.3568317,"Pass","BCG4",24.26666667
"CTS06621-0720",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.1014,41.714,156.3568317,"","",NA
"CTS06621-0721",NA,"","","Tidal","NonTarget",NA,"2011-2015",-72.357,41.3338,156.3568317,"","",NA
"CTS06621-0722",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.2062,41.5192,156.3568317,"","",NA
"CTS06621-0723",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.8608,41.8105,156.3568317,"","",NA
"CTS06621-0724",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.675,41.9627,156.3568317,"","",NA
"CTS06621-0725",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.3067,41.4288,156.3568317,"","",NA
"CTS06621-0726",18884,"S18884_2011_2015","Shepaug River","CMPLTE","Target",3,"2011-2015",-73.3192,41.6397,156.3568317,"Pass","BCG3",20.7
"CTS06621-0727",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.2115,41.7631,156.3568317,"","",NA
"CTS06621-0728",NA,"","","lowgrad","Target",NA,"2011-2015",-72.4471,41.7262,156.3568317,"","",NA
"CTS06621-0729",NA,"","","lowgrad","Target",NA,"2011-2015",-72.5311,41.2983,156.3568317,"","",NA
"CTS06621-0730",NA,"","","lowgrad","Target",NA,"2011-2015",-73.4171,41.726,156.3568317,"","",NA
"CTS06621-0731",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.937,41.9817,156.3568317,"","",NA
"CTS06621-0732",NA,"","","NoWade","NonTarget",NA,"2011-2015",-71.9102,41.7681,156.3568317,"","",NA
"CTS06621-0733",15201,"S15201_2011_2015","Spoonshop Brook","CMPLTE","Target",3,"2011-2015",-72.7654,41.5447,156.3568317,"Fail","BCG5",69.15
"CTS06621-0734",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.344,41.163,156.3568317,"","",NA
"CTS06621-0735",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-71.9337,41.9868,156.3568317,"","",NA
"CTS06621-0736",14278,"S14278_2011_2015","Little River","CMPLTE","Target",3,"2011-2015",-72.0415,41.6176,156.3568317,"Pass","BCG4",12.725
"CTS06621-0737",NA,"","","pond","NonTarget",NA,"2011-2015",-72.1315,41.45,156.3568317,"","",NA
"CTS06621-0738",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.3377,41.3853,156.3568317,"","",NA
"CTS06621-0739",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.903,41.7295,156.3568317,"","",NA
"CTS06621-0740",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.6376,41.8945,156.3568317,"","",NA
"CTS06621-0741",NA,"","","Pond","NonTarget",NA,"2011-2015",-72.591,41.5335,156.3568317,"","",NA
"CTS06621-0742",NA,"","","Tidal","NonTarget",NA,"2011-2015",-73.1046,41.3267,156.3568317,"","",NA
"CTS06621-0743",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.3219,41.7953,156.3568317,"","",NA
"CTS06621-0744",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.7193,41.6683,156.3568317,"","",NA
"CTS06621-0745",NA,"","","Pond","NonTarget",NA,"2011-2015",-72.7652,41.4079,156.3568317,"","",NA
"CTS06621-0746",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.2343,41.2955,156.3568317,"","",NA
"CTS06621-0747",14523,"S14523_2011_2015","Burton Brook","CMPLTE","Target",3,"2011-2015",-73.4321,41.9672,156.3568317,"Pass","BCG3",6.2
"CTS06621-0748",16928,"S16928_2011_2015","Obwebetuck Brook","CMPLTE","Target",3,"2011-2015",-72.1782,41.6899,156.3568317,"Pass","BCG3",13.5
"CTS06621-0749",NA,"","","Lowgrad","Target",NA,"2011-2015",-73.5916,41.1164,156.3568317,"","",NA
"CTS06621-0750",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.435,41.3409,156.3568317,"","",NA
"CTS06621-0751",14866,"S14866_2011_2015","Stickney Hill Brook","CMPLTE","Target",3,"2011-2015",-72.2177,41.9851,156.3568317,"Pass","BCG2",9.52
"CTS06621-0752",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-71.9355,41.556,156.3568317,"","",NA
"CTS06621-0753",NA,"","","LowGrad","Target",NA,"2011-2015",-72.334,41.4101,156.3568317,"","",NA
"CTS06621-0754",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.2764,41.5451,156.3568317,"","",NA
"CTS06621-0755",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.0706,41.9331,156.3568317,"","",NA
"CTS06621-0756",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.5318,41.8172,156.3568317,"","",NA
"CTS06621-0757",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.6208,41.4603,156.3568317,"","",NA
"CTS06621-0758",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.0859,41.4431,156.3568317,"","",NA
"CTS06621-0759",NA,"","","Lowgrad","Target",NA,"2011-2015",-72.898,41.9021,156.3568317,"","",NA
"CTS06621-0760",NA,"","","NoWade","NonTarget",NA,"2011-2015",-72.8311,41.7952,156.3568317,"","",NA
"CTS06621-0761",NA,"","","NoAcc","Target",NA,"2011-2015",-72.8664,41.3814,156.3568317,"","",NA
"CTS06621-0762",NA,"","","Tidal","NonTarget",NA,"2011-2015",-73.1108,41.2134,156.3568317,"","",NA
"CTS06621-0763",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.3672,41.8859,156.3568317,"","",NA
"CTS06621-0764",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.071,41.8803,156.3568317,"","",NA
"CTS06621-0765",NA,"","","pond","NonTarget",NA,"2011-2015",-73.0278,41.5273,156.3568317,"","",NA
"CTS06621-0766",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.3094,41.2398,156.3568317,"","",NA
"CTS06621-0767",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.4528,42.0281,156.3568317,"","",NA
"CTS06621-0768",NA,"","","lowgrad","Target",NA,"2011-2015",-71.8485,41.5608,156.3568317,"","",NA
"CTS06621-0769",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-71.888,41.4454,156.3568317,"","",NA
"CTS06621-0770",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.0609,41.5481,156.3568317,"","",NA
"CTS06621-0771",16428,"S16428_2011_2015","Little River","CMPLTE","Target",3,"2011-2015",-73.3684,41.3134,156.3568317,"Fail","BCG5",23.05
"CTS06621-0772",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.2824,42.0181,156.3568317,"","",NA
"CTS06621-0773",NA,"","","Tidal","NonTarget",NA,"2011-2015",-72.4185,41.4187,156.3568317,"","",NA
"CTS06621-0774",18874,"S18874_2011_2015","Weekeepeemee River","CMPLTE","Target",3,"2011-2015",-73.2232,41.5735,156.3568317,"Pass","BCG4",30.2
"CTS06621-0775",16191,"S16191_2011_2015","Hall Meadow Brook","CMPLTE","Target",3,"2011-2015",-73.1874,41.9144,156.3568317,"Pass","BCG2",46.35
"CTS06621-0776",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.3613,41.8169,156.3568317,"","",NA
"CTS06621-0777",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.4564,41.4562,156.3568317,"","",NA
"CTS06621-0778",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.1585,41.3857,156.3568317,"","",NA
"CTS06621-0779",17271,"S17271_2011_2015","Cherry Brook","CMPLTE","Target",3,"2011-2015",-72.9063,41.8729,156.3568317,"Pass","BCG2",24.66666667
"CTS06621-0780",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.7637,41.7861,156.3568317,"","",NA
"CTS06621-0781",NA,"","","Pond","NonTarget",NA,"2011-2015",-72.8978,41.4154,156.3568317,"","",NA
"CTS06621-0782",NA,"","","LowGrad","Target",NA,"2011-2015",-73.2515,41.2293,156.3568317,"","",NA
"CTS06621-0783",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.3436,41.8154,156.3568317,"","",NA
"CTS06621-0784",NA,"","","Pond","NonTarget",NA,"2011-2015",-72.1094,41.8778,156.3568317,"","",NA
"CTS06621-0785",NA,"","","Tidal","NonTarget",NA,"2011-2015",-72.3256,41.3134,156.3568317,"","",NA
"CTS06621-0786",16984,"S16984_2011_2015","PURCHASE BROOK","CMPLTE","Target",3,"2011-2015",-73.291,41.4695,156.3568317,"Pass","BCG3",29.26666667
"CTS06621-0787",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.9948,41.7378,156.3568317,"","",NA
"CTS06621-0788",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.7556,41.9172,156.3568317,"","",NA
"CTS06621-0789",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.2699,41.5125,156.3568317,"","",NA
"CTS06621-0790",18881,"S18881_2011_2015","Bantam River","CMPLTE","Target",3,"2011-2015",-73.2475,41.7081,156.3568317,"Pass","BCG3",39.5
"CTS06621-0791",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.0968,41.8421,156.3568317,"","",NA
"CTS06621-0792",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.5003,41.6757,156.3568317,"","",NA
"CTS06621-0793",NA,"","","Tidal","NonTarget",NA,"2011-2015",-72.6305,41.2763,156.3568317,"","",NA
"CTS06621-0794",NA,"","","LowGrad","Target",NA,"2011-2015",-73.4134,41.6553,156.3568317,"","",NA
"CTS06621-0795",NA,"","","NoAcc","Target",NA,"2011-2015",-72.8025,41.9502,156.3568317,"","",NA
"CTS06621-0796",NA,"","","Pond","NonTarget",NA,"2011-2015",-71.86,41.7346,156.3568317,"","",NA
"CTS06621-0797",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.9109,41.5418,156.3568317,"","",NA
"CTS06621-0798",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.4714,41.1623,156.3568317,"","",NA
"CTS06621-0799",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-71.9738,41.931,156.3568317,"","",NA
"CTS06621-0800",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.1813,41.8829,156.3568317,"","",NA
"CTS06621-0801",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.4866,41.3012,156.3568317,"","",NA
"CTS06621-0802",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.3363,41.4898,156.3568317,"","",NA
"CTS06621-0803",15169,"S15169_2011_2015","Roaring Brook","CMPLTE","Target",3,"2011-2015",-72.8813,41.7582,156.3568317,"Fail","BCG4",75
"CTS06621-0804",NA,"","","NoWade","NonTarget",NA,"2011-2015",-72.6072,41.9781,156.3568317,"","",NA
"CTS06621-0805",NA,"","","Tidal","NonTarget",NA,"2011-2015",-72.867,41.2675,156.3568317,"","",NA
"CTS06621-0806",18875,"S18875_2011_2015","Walker Brook","CMPLTE","Target",3,"2011-2015",-73.3502,41.6038,156.3568317,"Pass","BCG3",29.86666667
"CTS06621-0807",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.1473,41.7807,156.3568317,"","",NA
"CTS06621-0808",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.5808,41.7003,156.3568317,"","",NA
"CTS06621-0809",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.6116,41.3886,156.3568317,"","",NA
"CTS06621-0810",17342,"S17342_2011_2015","Ball Pond Brook","CMPLTE","Target",3,"2011-2015",-73.465,41.465,156.3568317,"Fail","BCG5",62.2
"CTS06621-0811",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.3771,41.9566,156.3568317,"","",NA
"CTS06621-0812",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.2992,41.7083,156.3568317,"","",NA
"CTS06621-0813",NA,"","","pond","NonTarget",NA,"2011-2015",-73.704,41.0986,156.3568317,"","",NA
"CTS06621-0814",NA,"","","Tidal","NonTarget",NA,"2011-2015",-73.367,41.1532,156.3568317,"","",NA
"CTS06621-0815",NA,"","","Pond","NonTarget",NA,"2011-2015",-71.8822,41.8779,156.3568317,"","",NA
"CTS06621-0816",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.0106,41.6769,156.3568317,"","",NA
"CTS06621-0817",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.0887,41.4803,156.3568317,"","",NA
"CTS06621-0818",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.3782,41.4145,156.3568317,"","",NA
"CTS06621-0819",17398,"S17398_2011_2015","Negro Hill Brook","CMPLTE","Target",3,"2011-2015",-72.9525,41.7251,156.3568317,"Pass","BCG2",4.55
"CTS06621-0820",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.6276,41.8261,156.3568317,"","",NA
"CTS06621-0821",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.5304,41.5819,156.3568317,"","",NA
"CTS06621-0822",14129,"S14129_2011_2015","Beacon Hill Brook","CMPLTE","Target",3,"2011-2015",-73.0423,41.4687,156.3568317,"Pass","BCG4",42.36666667
"CTS06621-0823",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.291,41.863,156.3568317,"","",NA
"CTS06621-0824",14397,"S14397_2011_2015","Piper Brook","CMPLTE","Target",3,"2011-2015",-72.7207,41.7187,156.3568317,"","",78
"CTS06621-0825",14308,"S14308_2011_2015","Muddy River","CMPLTE","Target",3,"2011-2015",-72.84,41.3706,156.3568317,"Fail","BCG5",35.6
"CTS06621-0826",18876,"S18876_2011_2015","Curtiss Brook","CMPLTE","Target",3,"2011-2015",-73.1026,41.3198,156.3568317,"Pass","BCG4",81.25
"CTS06621-0827",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.498,41.7735,156.3568317,"","",NA
"CTS06621-0828",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.3688,41.6264,156.3568317,"","",NA
"CTS06621-0829",NA,"","","NoAcc","Target",NA,"2011-2015",-72.9483,41.6194,156.3568317,"","",NA
"CTS06621-0830",NA,"","","pond","NonTarget",NA,"2011-2015",-73.4384,41.2999,156.3568317,"","",NA
"CTS06621-0831",17816,"S17816_2011_2015","INDIAN HUT BROOK","CMPLTE","Target",3,"2011-2015",-72.0583,41.9011,156.3568317,"Pass","BCG3",21.86666667
"CTS06621-0832",NA,"","","lowgrad","Target",NA,"2011-2015",-71.8511,41.5287,156.3568317,"","",NA
"CTS06621-0833",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-71.864,41.4666,156.3568317,"","",NA
"CTS06621-0834",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.1637,41.5586,156.3568317,"","",NA
"CTS06621-0835",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.3158,41.3386,156.3568317,"","",NA
"CTS06621-0836",NA,"","","lowgrad","Target",NA,"2011-2015",-72.5485,41.9777,156.3568317,"","",NA
"CTS06621-0837",NA,"","","NoAcc","Target",NA,"2011-2015",-72.3897,41.4295,156.3568317,"","",NA
"CTS06621-0838",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.2417,41.685,156.3568317,"","",NA
"CTS06621-0839",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.2646,41.9549,156.3568317,"","",NA
"CTS06621-0840",NA,"","","LowGrad","Target",NA,"2011-2015",-72.4165,41.9006,156.3568317,"","",NA
"CTS06621-0841",NA,"","","Tidal","NonTarget",NA,"2011-2015",-72.5075,41.4843,156.3568317,"","",NA
"CTS06621-0842",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.2306,41.3569,156.3568317,"","",NA
"CTS06621-0843",16239,"S16239_2011_2015","West Branch Farmington River","CMPLTE","Target",3,"2011-2015",-72.9672,41.8791,156.3568317,"Pass","BCG3",21.1
"CTS06621-0844",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-71.9882,41.8557,156.3568317,"","",NA
"CTS06621-0845",NA,"","","NoAcc","Target",NA,"2011-2015",-72.8748,41.6208,156.3568317,"","",NA
"CTS06621-0846",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.2607,41.1801,156.3568317,"","",NA
"CTS06621-0847",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.4404,41.8542,156.3568317,"","",NA
"CTS06621-0848",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.2903,41.7635,156.3568317,"","",NA
"CTS06621-0849",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.2186,41.3448,156.3568317,"","",NA
"CTS06621-0850",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.2567,41.4907,156.3568317,"","",NA
"CTS06621-0851",15993,"S15993_2011_2015","Naugatuck River","CMPLTE","Target",3,"2011-2015",-73.0833,41.7172,156.3568317,"Fail","BCG5",109.7
"CTS06621-0852",NA,"","","Pond","NonTarget",NA,"2011-2015",-72.7412,41.8531,156.3568317,"","",NA
"CTS06621-0853",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.2139,41.4642,156.3568317,"","",NA
"CTS06621-0854",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.3465,41.7146,156.3568317,"","",NA
"CTS06621-0855",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.1432,41.8018,156.3568317,"","",NA
"CTS06621-0856",NA,"","","NoWade","NonTarget",NA,"2011-2015",-72.6264,41.6196,156.3568317,"","",NA
"CTS06621-0857",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.7113,41.2774,156.3568317,"","",NA
"CTS06621-0858",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.4398,41.7164,156.3568317,"","",NA
"CTS06621-0859",15703,"S15703_2011_2015","West Branch Salmon Brook","CMPLTE","Target",3,"2011-2015",-72.8544,41.9605,156.3568317,"Pass","BCG2",26.16666667
"CTS06621-0860",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-71.9554,41.7589,156.3568317,"","",NA
"CTS06621-0861",NA,"","","NoAcc","Target",NA,"2011-2015",-72.715,41.628,156.3568317,"","",NA
"CTS06621-0862",18463,"S18463_2011_2015","Fivemile River","CMPLTE","Target",3,"2011-2015",-73.4704,41.1236,156.3568317,"Fail","BCG5",103.4833333
"CTS06621-0863",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-71.8124,41.9578,156.3568317,"","",NA
"CTS06621-0864",NA,"","","pond","NonTarget",NA,"2011-2015",-72.2667,41.865,156.3568317,"","",NA
"CTS06621-0865",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-71.9959,41.3929,156.3568317,"","",NA
"CTS06621-0866",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.3264,41.5036,156.3568317,"","",NA
"CTS06621-0867",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.0606,41.864,156.3568317,"","",NA
"CTS06621-0868",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.5405,41.9013,156.3568317,"","",NA
"CTS06621-0869",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.4911,41.5524,156.3568317,"","",NA
"CTS06621-0870",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.4096,41.568,156.3568317,"","",NA
"CTS06621-0871",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.3098,41.7455,156.3568317,"","",NA
"CTS06621-0872",NA,"","","pond","NonTarget",NA,"2011-2015",-72.773,41.7039,156.3568317,"","",NA
"CTS06621-0873",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.6896,41.3927,156.3568317,"","",NA
"CTS06621-0874",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.5116,41.496,156.3568317,"","",NA
"CTS06621-0875",16125,"S16125_2011_2015","Whiting Brook","CMPLTE","Target",3,"2011-2015",-73.3228,41.9685,156.3568317,"","",1
"CTS06621-0876",NA,"","","pond","NonTarget",NA,"2011-2015",-72.2785,41.6614,156.3568317,"","",NA
"CTS06621-0877",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.6355,41.1064,156.3568317,"","",NA
"CTS06621-0878",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.4319,41.2246,156.3568317,"","",NA
"CTS06621-0879",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-71.9902,42.024,156.3568317,"","",NA
"CTS06621-0880",NA,"","","Tidal","NonTarget",NA,"2011-2015",-72.0805,41.5221,156.3568317,"","",NA
"CTS06621-0881",NA,"","","Tidal","NonTarget",NA,"2011-2015",-72.1879,41.3453,156.3568317,"","",NA
"CTS06621-0882",NA,"","","lowgrad","Target",NA,"2011-2015",-73.3965,41.4467,156.3568317,"","",NA
"CTS06621-0883",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.9046,41.6936,156.3568317,"","",NA
"CTS06621-0884",NA,"","","pond","NonTarget",NA,"2011-2015",-72.3113,41.8791,156.3568317,"","",NA
"CTS06621-0885",NA,"","","LowGrad","Target",NA,"2011-2015",-72.5686,41.5016,156.3568317,"","",NA
"CTS06621-0886",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.0476,41.4219,156.3568317,"","",NA
"CTS06621-0887",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.2869,41.8969,156.3568317,"","",NA
"CTS06621-0888",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.676,41.8085,156.3568317,"","",NA
"CTS06621-0889",NA,"","","Tidal","NonTarget",NA,"2011-2015",-72.8156,41.2712,156.3568317,"","",NA
"CTS06621-0890",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.116,41.2345,156.3568317,"","",NA
"CTS06621-0891",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.4067,41.8896,156.3568317,"","",NA
"CTS06621-0892",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.2654,41.5475,156.3568317,"","",NA
"CTS06621-0893",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.9536,41.6336,156.3568317,"","",NA
"CTS06621-0894",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.4071,41.2201,156.3568317,"","",NA
"CTS06621-0895",NA,"","","NoAcc","Target",NA,"2011-2015",-72.3037,42.0268,156.3568317,"","",NA
"CTS06621-0896",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-71.8461,41.4661,156.3568317,"","",NA
"CTS06621-0897",NA,"","","Tidal","NonTarget",NA,"2011-2015",-71.8106,41.4186,156.3568317,"","",NA
"CTS06621-0898",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.0768,41.6335,156.3568317,"","",NA
"CTS06621-0899",NA,"","","Lowgrad","Target",NA,"2011-2015",-73.2563,41.3082,156.3568317,"","",NA
"CTS06621-0900",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.6852,42.0065,156.3568317,"","",NA
"CTS06621-0901",NA,"","","LowGrad","Target",NA,"2011-2015",-72.3827,41.4719,156.3568317,"","",NA
"CTS06621-0902",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.1864,41.6356,156.3568317,"","",NA
"CTS06621-0903",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.0986,42.032,156.3568317,"","",NA
"CTS06621-0904",NA,"","","LowGrad","Target",NA,"2011-2015",-72.4066,41.6296,156.3568317,"","",NA
"CTS06621-0905",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.4482,41.4193,156.3568317,"","",NA
"CTS06621-0906",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.5202,41.606,156.3568317,"","",NA
"CTS06621-0907",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.9741,41.9186,156.3568317,"","",NA
"CTS06621-0908",15719,"S15719_2011_2015","Blackwell Brook","CMPLTE","Target",3,"2011-2015",-71.9623,41.7846,156.3568317,"Pass","BCG2",12.65
"CTS06621-0909",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.7046,41.5052,156.3568317,"","",NA
"CTS06621-0910",NA,"","","NoAcc","Target",NA,"2011-2015",-73.4778,41.0814,156.3568317,"","",NA
