ProjectIdentifier,staSeq,locationName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityTime,ActivityTimeZoneCodetimezone,ActivityRelativeDepthName,ActivityTopDepthMeasureValue,ActivityTopDepthMeasureUnitCode,ActivityBottomDepthMeasureValue,ActivityBottomDepthMeasureUnitCode,SampleCollectionMethodIdentifier,SampleCollectionEquipmentName,SampleCollectionEquipmentCommentText,ActivityConductingOrganizationText,ActivityCommentText,LaboratoryName,ActivityYlat,ActivityXlong,ActivityhorizCollectMethod,ActivityhorizRefDatum,LabAccession,CharacteristicName,MethodSpeciationName,ResultDetectionConditionText,ResultMeasureValue,ResultMeasureUnitCode,ResultValueTypeName,ResultSampleFractionText,ResultStatusIdentifier,ResultAnalyticalMethodIdentifier,ResultAnalyticalMethodContext,AnalysisStartDate,DetectionQuantitationTypeName,DetectionQuantitationLimitMeasureValue,DetectionLimitMeasureUnitCode,ResultComment,rstLastUpdateDate,actLastUpdateDate
fishABM,14302,Milli-Q,14302-QCFB-20160728-072000-CHEM-0.5m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2016-07-28,07:20:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160268-005,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2016-08-09,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14302,Milli-Q,14302-QCFB-20160811-071500-CHEM--99.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2016-08-11,07:15:00,EDT,Surface,-99.00,m,-99.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160303-001,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2016-08-25,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14302,Milli-Q,14302-QCFB-20160824-072100-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2016-08-24,07:21:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160314-003,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2016-08-30,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14302,Milli-Q,14302-QCFB-20160831-090700-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2016-08-31,09:07:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160331-001,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2016-09-07,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14302,Milli-Q,14302-QCFB-20160919-083000-CHEM-0.5m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2016-09-19,08:30:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160349-001,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2016-09-29,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14302,Milli-Q,14302-QCFB-20160926-074000-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2016-09-26,07:40:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160366-001,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2016-10-06,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14302,Milli-Q,14302-QCFB-20161012-075500-CHEM-0.5m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2016-10-12,07:55:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160372-026,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2016-10-27,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14302,Milli-Q,14302-QCFB-20161017-074500-CHEM-0.5m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2016-10-17,07:45:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160389-001,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2016-11-01,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14302,Milli-Q,14302-QCFB-20161024-073500-CHEM-0.5m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2016-10-24,07:35:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160389-019,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2016-11-01,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14302,Milli-Q,14302-QCFB-20161031-074500-CHEM-0.5m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2016-10-31,07:45:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160399-016,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2016-11-10,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14302,Milli-Q,14302-QCFB-20170607-085200-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2017-06-07,08:52:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170108-003,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2017-06-15,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14302,Milli-Q,14302-QCFB-20170615-072700-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2017-06-15,07:27:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170119-001,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2017-07-05,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,14302,Milli-Q,14302-QCFB-20170615-090000-CHEM-0.1m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2017-06-15,09:00:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170120-001,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2017-07-06,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14302,Milli-Q,14302-QCFB-20170621-073500-CHEM-0.5m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2017-06-21,07:35:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170119-007,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2017-07-05,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,14302,Milli-Q,14302-QCFB-20170627-074500-CHEM-0.1m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2017-06-27,07:45:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170155-001,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2017-07-25,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14302,Milli-Q,14302-QCFB-20170628-073500-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2017-06-28,07:35:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170151-001,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2017-07-21,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14302,Milli-Q,14302-QCFB-20170707-073300-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2017-07-07,07:33:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170151-009,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2017-07-21,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,14302,Milli-Q,14302-QCFB-20170710-071500-CHEM-0.1m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2017-07-10,07:15:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170152-001,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2017-07-25,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14302,Milli-Q,14302-QCFB-20170711-073500-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2017-07-11,07:35:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170151-011,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2017-07-21,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14302,Milli-Q,14302-QCFB-20170717-074100-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2017-07-17,07:41:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170151-018,Chloride,None,NULL,0.3,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-07-21,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,14302,Milli-Q,14302-QCFB-20170719-080000-CHEM-0.1m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2017-07-19,08:00:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170175-001,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2017-08-02,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14302,Milli-Q,14302-QCFB-20170725-074000-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2017-07-25,07:40:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170179-006,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2017-08-04,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14302,Milli-Q,14302-QCFB-20170731-073500-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2017-07-31,07:35:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170179-012,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2017-08-04,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14302,Milli-Q,14302-QCFB-20170808-074000-CHEM-0.5m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2017-08-08,07:40:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170193-008,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2017-08-16,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14302,Milli-Q,14302-QCFB-20170814-073000-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2017-08-14,07:30:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170206-005,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2017-08-16,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14302,Milli-Q,14302-QCFB-20170821-073800-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2017-08-21,07:38:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170229-007,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2017-08-31,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14302,Milli-Q,14302-QCFB-20171003-080000-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2017-10-03,08:00:00,EDT,Surface,0.00,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170295-001,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2017-10-24,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14302,Milli-Q,14302-QCFB-20171017-073000-CHEM-0.5m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2017-10-17,07:30:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170306-007,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2017-11-01,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,14302,Milli-Q,14302-QCFB-20180604-080000-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2018-06-04,08:00:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180135-001,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2018-07-09,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,14302,Milli-Q,14302-QCFB-20180606-102500-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2018-06-06,10:25:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180132-001,Chloride,None,NULL,0.2,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-07-09,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,14302,Milli-Q,14302-QCFB-20180613-074000-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2018-06-13,07:40:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180149-001,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2018-07-09,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,14302,Milli-Q,14302-QCFB-20180614-080000-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2018-06-14,08:00:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180150-001,Chloride,None,NULL,0.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-07-09,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,14302,Milli-Q,14302-QCFB-20180621-074500-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2018-06-21,07:45:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180150-008,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2018-07-09,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,14302,Milli-Q,14302-QCFB-20180627-074700-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2018-06-27,07:47:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180173-001,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2018-08-03,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,14302,Milli-Q,14302-QCFB-20180702-074500-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2018-07-02,07:45:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180172-001,Chloride,None,NULL,0.2,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-08-03,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,14302,Milli-Q,14302-SR-20180705-074700-CHEM-0.0m,Sample-Routine,Water,"Deionized Water",2018-07-05,07:47:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180173-004,Chloride,None,NULL,0.3,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-08-03,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,14302,Milli-Q,14302-QCFB-20180711-074900-CHEM-0.0m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2018-07-11,07:49:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180190-002,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2018-08-13,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,14302,Milli-Q,14302-QCFB-20180720-080000-CHEM-0.5m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2018-07-20,08:00:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180208-001,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2018-08-14,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,14302,Milli-Q,14302-SR-20180727-075000-CHEM-0.5m,Sample-Routine,Water,"Deionized Water",2018-07-27,07:50:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180251-001,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2018-08-23,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,14302,Milli-Q,14302-SR-20180801-080500-CHEM-0.5m,Sample-Routine,Water,"Deionized Water",2018-08-01,08:05:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180251-004,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2018-08-23,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,14302,Milli-Q,14302-SR-20180808-074000-CHEM-0.5m,Sample-Routine,Water,"Deionized Water",2018-08-08,07:40:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180251-011,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2018-08-23,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,14302,Milli-Q,14302-QCFB-20180817-075800-CHEM-0.5m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2018-08-17,07:58:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180278-001,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2018-09-05,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,14302,Milli-Q,14302-QCFB-20180823-074500-CHEM-0.5m,"Quality Control Sample-Field Blank",Water,"Deionized Water",2018-08-23,07:45:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180278-004,Chloride,None,NULL,0.4,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-09-05,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,14302,Milli-Q,14302-SR-20180831-074500-CHEM-0.5m,Sample-Routine,Water,"Deionized Water",2018-08-31,07:45:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180290-002,Chloride,None,NULL,0.6,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-09-12,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,14302,Milli-Q,14302-SR-20180904-081500-CHEM-0.5m,Sample-Routine,Water,"Deionized Water",2018-09-04,08:15:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180290-005,Chloride,None,NULL,0.4,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-09-12,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14302,Milli-Q,14302-SR-20181001-100000-CHEM-0.0m,Sample-Routine,Water,"Deionized Water",2018-10-01,10:00:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180337-001,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2018-10-15,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14302,Milli-Q,14302-SR-20181009-082000-CHEM-0.5m,Sample-Routine,Water,"Deionized Water",2018-10-09,08:20:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180337-021,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2018-10-15,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14302,Milli-Q,14302-SR-20181016-082000-CHEM-0.0m,Sample-Routine,Water,"Deionized Water",2018-10-16,08:20:00,EDT,Surface,0.00,m,0.00,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180362-007,Chloride,None,"Not Detected",NULL,NULL,Actual,Total,Preliminary,300.0,USEPA,2018-10-31,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14302,Milli-Q,14302-SR-20181022-080100-CHEM-0.5m,Sample-Routine,Water,"Deionized Water",2018-10-22,08:01:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180361-005,Chloride,None,NULL,0.7,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-10-30,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
