SITEID,STA_SEQ,ID,Station_Name,EVALSTATUS,TNT,SurveyID,SurveyName,XlongDD,YlatDD,WGT,ALK,NH3,CA,Chloride,Nitrate,Nitrate_Nitrite,Nitrite,OrthoP,TN,TP,TS,TSS,MMI,BugAssess,LeastDisturbed,DiatomH,DiatomL,DiatomI,BugBCG,FishBCG
CTS06621-0499,,,,LT1mi2,NonTarget,,2006-2010,-73.0834,41.9627,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0500,,,,LT1mi2,NonTarget,,2006-2010,-72.5005,41.8509,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0501,,,,Pond,NonTarget,,2006-2010,-72.6357,41.4757,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0502,,,,LT1mi2,NonTarget,,2006-2010,-73.1256,41.4323,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0503,,,,LT1mi2,NonTarget,,2006-2010,-72.8624,41.9249,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0504,,,,LT1mi2,NonTarget,,2006-2010,-72.7848,41.8288,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0505,,,,LT1mi2,NonTarget,,2006-2010,-72.8471,41.3997,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0506,,,,LT1mi2,NonTarget,,2006-2010,-73.0617,41.2554,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0507,,,,LT1mi2,NonTarget,,2006-2010,-73.3363,41.8567,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0508,,,,LT1mi2,NonTarget,,2006-2010,-72.1014,41.8066,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0509,,,,Pond,NonTarget,,2006-2010,-72.9446,41.5088,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0510,,,,LT1mi2,NonTarget,,2006-2010,-73.2906,41.2371,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0511,,,,LowGrad,Target,,2006-2010,-72.4716,41.9804,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0512,,,,LT1mi2,NonTarget,,2006-2010,-71.7937,41.5154,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0513,,,,LT1mi2,NonTarget,,2006-2010,-71.8339,41.3835,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0514,,,,LT1mi2,NonTarget,,2006-2010,-73.1139,41.5269,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0515,,,,LT1mi2,NonTarget,,2006-2010,-73.3071,41.2128,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0516,,,,Pond,NonTarget,,2006-2010,-72.2798,41.9933,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0517,,,,Tidal,NonTarget,,2006-2010,-72.4034,41.4006,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0518,,,,LT1mi2,NonTarget,,2006-2010,-73.2707,41.6299,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0519,,,,FCDam,NonTarget,,2006-2010,-73.2555,42.0406,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0520,,,,LT1mi2,NonTarget,,2006-2010,-72.321,41.8204,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0521,,,,Pond,NonTarget,,2006-2010,-72.4423,41.4635,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0522,14186,S14186_2006_2010,Eightmile Brook,CMPLTE,Target,2,2006-2010,-73.1617,41.3966,156.3568317,22.5,0.0055,9235,20.795,0.1625,0.141,0.003,0.0085,0.4015,0.019,99,2.5,,Pass,,,,,,
CTS06621-0523,,,,LT1mi2,NonTarget,,2006-2010,-72.8838,41.8932,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0524,,,,LowGrad,Target,,2006-2010,-72.752,41.8093,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0525,,,,Tidal,NonTarget,,2006-2010,-72.8489,41.4256,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0526,,,,Tidal,NonTarget,,2006-2010,-73.1041,41.1774,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0527,,,,LT1mi2,NonTarget,,2006-2010,-73.4912,41.9486,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0528,,,,LT1mi2,NonTarget,,2006-2010,-72.1534,41.8897,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0529,,,,Tidal,NonTarget,,2006-2010,-72.3006,41.3187,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0530,16204,S16204_2006_2010,Steele Brook,CMPLTE,Target,2,2006-2010,-73.1272,41.617,156.3568317,31.66666667,0.018,12000,26.03333333,0.482666667,0.485,0.00333,0.00967,0.643666667,0.0223,116,6.333333333,,Pass,,,,,,BCG5
CTS06621-0531,,,,LowGrad,Target,,2006-2010,-72.9861,41.7691,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0532,,,,LT1mi2,NonTarget,,2006-2010,-72.7765,41.8457,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0533,,,,LT1mi2,NonTarget,,2006-2010,-72.2581,41.5278,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0534,,,,LT1mi2,NonTarget,,2006-2010,-73.3069,41.7125,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0535,,,,LT1mi2,NonTarget,,2006-2010,-73.18,41.8322,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0536,,,,Pond,NonTarget,,2006-2010,-72.5251,41.6155,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0537,,,,LT1mi2,NonTarget,,2006-2010,-72.576,41.3399,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0538,,,,Pond,NonTarget,,2006-2010,-73.4623,41.6685,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0539,,,,LT1mi2,NonTarget,,2006-2010,-72.7742,41.9815,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0540,,,,Pond,NonTarget,,2006-2010,-71.8604,41.7179,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0541,18864,S18864_2006_2010,Quinnipiac River,CMPLTE,Target,2,2006-2010,-72.8197,41.5088,156.3568317,92.75,,,57.875,,,,,,,252,9.5,,Fail,,,,,,BCG4
CTS06621-0542,,,,Pond,NonTarget,,2006-2010,-73.4477,41.1546,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0543,,,,NoWade,NonTarget,,2006-2010,-71.9086,41.9214,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0544,,,,LT1mi2,NonTarget,,2006-2010,-72.2261,41.8968,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0545,,,,Tidal,NonTarget,,2006-2010,-72.3718,41.2756,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0546,18270,S18270_2006_2010,Wewaka Brook,CMPLTE,Target,2,2006-2010,-73.3492,41.5014,156.3568317,,,,,,,,,,,,,,Pass,,,,,,BCG2
CTS06621-0547,,,,LT1mi2,NonTarget,,2006-2010,-72.8803,41.7781,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0548,,,,LowGrad,Target,,2006-2010,-72.5489,41.9363,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0549,,,,Tidal,NonTarget,,2006-2010,-72.8109,41.2587,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0550,,,,LT1mi2,NonTarget,,2006-2010,-73.3813,41.6485,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0551,15063,S15063_2006_2010,Spruce Brook,CMPLTE,Target,2,2006-2010,-73.1237,41.7536,156.3568317,20.25,0.00425,7912.5,25.025,0.183,0.292,0.004,0.00225,0.33075,0.007,103.5,2.5,,Pass,1,,,,,BCG3
CTS06621-0552,,,,Pond,NonTarget,,2006-2010,-72.5519,41.7194,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0553,16348,S16348_2006_2010,Dowd Hollow Brook,CMPLTE,Target,2,2006-2010,-72.6611,41.3508,156.3568317,17,0.02375,6220,9.8,0.243,0.24925,0.00625,0.0135,0.63275,0.0335,77,16,,Pass,1,,,,,BCG3
CTS06621-0554,,,,LT1mi2,NonTarget,,2006-2010,-73.4831,41.3968,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0555,,,,NoWade,NonTarget,,2006-2010,-73.3726,41.9789,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0556,,,,LT1mi2,NonTarget,,2006-2010,-71.8194,41.8209,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0557,,,,LT1mi2,NonTarget,,2006-2010,-73.5818,41.1239,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0558,16346,S16346_2006_2010,Norwalk River,CMPLTE,Target,2,2006-2010,-73.4172,41.1703,156.3568317,63,0.0155,23600,54.85,0.5995,0.835,0.008,0.0375,0.9505,0.066,253,6.5,,Fail,,,,,,BCG4
CTS06621-0559,,,,LT1mi2,NonTarget,,2006-2010,-71.8649,41.8801,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0560,,,,LT1mi2,NonTarget,,2006-2010,-72.0438,41.6564,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0561,,,,NoWade,NonTarget,,2006-2010,-72.0755,41.4751,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0562,,,,LT1mi2,NonTarget,,2006-2010,-73.4099,41.4538,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0563,,,,LT1mi2,NonTarget,,2006-2010,-72.9126,41.7526,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0564,,,,LowGrad,Target,,2006-2010,-72.5897,41.8289,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0565,,,,LowGrad,Target,,2006-2010,-72.5518,41.5538,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0566,,,,LT1mi2,NonTarget,,2006-2010,-73.0024,41.4232,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0567,,,,LT1mi2,NonTarget,,2006-2010,-73.2429,41.8857,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0568,,,,LT1mi2,NonTarget,,2006-2010,-72.6633,41.6676,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0569,,,,LT1mi2,NonTarget,,2006-2010,-72.833,41.3953,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0570,,,,LT1mi2,NonTarget,,2006-2010,-73.1753,41.2673,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0571,16498,S16498_2006_2010,BEEBE BROOK,CMPLTE,Target,2,2006-2010,-73.4835,41.8435,156.3568317,,,,,,,,,,,,,,Pass,1,,,,,
CTS06621-0572,,,,LT1mi2,NonTarget,,2006-2010,-72.2825,41.6055,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0573,,,,LT1mi2,NonTarget,,2006-2010,-72.9113,41.5767,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0574,,,,LT1mi2,NonTarget,,2006-2010,-73.4309,41.3354,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0575,,,,Pond,NonTarget,,2006-2010,-72.0589,41.97,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0576,16609,S16609_2006_2010,Denison Brook,CMPLTE,Target,2,2006-2010,-71.8483,41.5549,156.3568317,24,0.01,13450,11.1,6.2515,6.28,0.0085,0.053,5.559,0.065,169,5,,Pass,,,,,,BCG1
CTS06621-0577,,,,Pond,NonTarget,,2006-2010,-71.8698,41.4458,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0578,,,,Pond,NonTarget,,2006-2010,-73.1177,41.5813,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0579,,,,LT1mi2,NonTarget,,2006-2010,-73.3444,41.3404,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0580,,,,NoWade,NonTarget,,2006-2010,-72.5276,41.9814,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0581,,,,LT1mi2,NonTarget,,2006-2010,-72.4078,41.4723,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0582,14403,S14403_2006_2010,Pomperaug River,CMPLTE,Target,2,2006-2010,-73.2188,41.5491,156.3568317,26,0.0105,10920,23.55,0.587,0.591,0.004,0.0085,0.786,0.0235,128,3.5,,Pass,,,,,,BCG2
CTS06621-0583,18863,S18863_2006_2010,Norfolk Brook,CMPLTE,Target,2,2006-2010,-73.202,41.9881,156.3568317,49.5,,,19.75,,,,,,,119,8,,Pass,,,,,,BCG3
CTS06621-0584,,,,LT1mi2,NonTarget,,2011-2015,-72.4936,41.9369,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0585,,,,NoWade,NonTarget,,2011-2015,-72.5235,41.4937,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0586,,,,LT1mi2,NonTarget,,2011-2015,-73.1919,41.3384,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0587,,,,LT1mi2,NonTarget,,2011-2015,-72.9642,41.8941,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0588,,,,LT1mi2,NonTarget,,2011-2015,-71.9977,41.8343,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0589,,,,Pond,NonTarget,,2011-2015,-72.8297,41.6006,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0590,15858,S15858_2011_2015,Cricker Brook,CMPLTE,Target,3,2011-2015,-73.2664,41.201,156.3568317,28.33333333,0.025,14100,41.53333333,0.495,0.496333333,0.00333,0.007,0.625333333,0.0203,184,5.333333333,48.67,Pass,,0.17,0.336666667,3.355263158,BCG5,BCG4
CTS06621-0591,,,,NoAcc,Target,,2011-2015,-73.4042,41.827,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0592,,,,LT1mi2,NonTarget,,2011-2015,-72.3057,41.7792,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0593,,,,LT1mi2,NonTarget,,2011-2015,-72.2776,41.3534,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0594,,,,LT1mi2,NonTarget,,2011-2015,-73.2633,41.5193,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0595,18877,S18877_2011_2015,Leadmine Brook,CMPLTE,Target,3,2011-2015,-73.0577,41.7211,156.3568317,17.5,0.007,8255,47.85,0.167,0.167,0.003,0.0065,0.31,0.0195,151,5,69.44,Pass,,0.051666667,0.511666667,0.917159763,BCG3,BCG3
CTS06621-0596,,,,LT1mi2,NonTarget,,2011-2015,-72.6983,41.847,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0597,,,,LT1mi2,NonTarget,,2011-2015,-72.1738,41.4792,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0598,,,,LT1mi2,NonTarget,,2011-2015,-73.338,41.666,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0599,,,,LT1mi2,NonTarget,,2011-2015,-73.0866,41.8267,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0600,,,,LowGrad,Target,,2011-2015,-72.5649,41.6705,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0601,,,,Tidal,NonTarget,,2011-2015,-72.6998,41.2475,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0602,16524,S16524_2011_2015,BOG HOLLOW BROOK,CMPLTE,Target,3,2011-2015,-73.5078,41.7478,156.3568317,73.5,0.013,20100,10.4,0.129,0.129,0.003,0.014,0.144,0.0335,135,16.5,,,1,0.662316476,0.037520392,9.463869464,,BCG3
CTS06621-0603,,,,LT1mi2,NonTarget,,2011-2015,-72.849,41.9742,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0604,,,,LowGrad,Target,,2011-2015,-71.9892,41.6978,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0605,15413,S15413_2011_2015,Belcher Brook,CMPLTE,Target,3,2011-2015,-72.7574,41.6018,156.3568317,108.75,0.0162,38275,47.85,0.888,0.8912,0.004,0.0156,1.1188,0.0276,244,17.2,46.89,Ambiguous,,0.334442596,0.026622296,9.262672811,BCG4,
CTS06621-0606,,,,LT1mi2,NonTarget,,2011-2015,-73.5103,41.1157,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0607,,,,LT1mi2,NonTarget,,2011-2015,-71.9836,41.8784,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0608,,,,pond,NonTarget,,2011-2015,-72.255,41.8543,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0609,,,,Tidal,NonTarget,,2011-2015,-71.9638,41.3821,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0610,,,,LT1mi2,NonTarget,,2011-2015,-73.3536,41.525,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0611,,,,Pond,NonTarget,,2011-2015,-73.0389,41.8516,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0612,,,,NoWade,NonTarget,,2011-2015,-72.6197,41.9385,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0613,,,,LT1mi2,NonTarget,,2011-2015,-72.5227,41.5226,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0614,16599,S16599_2011_2015,CROSS BROOK,CMPLTE,Target,3,2011-2015,-73.3997,41.5937,156.3568317,72.5,0.003,25450,39.25,0.62,0.62,0.003,0.015,0.6665,0.02,214,9.5,79.11,Pass,,0.273170732,0.058536585,8.235294118,BCG2,BCG5
CTS06621-0615,16049,S16049_2011_2015,Naugatuck River,CMPLTE,Target,3,2011-2015,-73.1144,41.7464,156.3568317,48,0.082,22100,110.6,1.93,1.96,0.03,0.029,0.195,0.069,308,6,31.15,Fail,,0.344827586,0.197044335,6.363636364,BCG5,
CTS06621-0616,,,,LT1mi2,NonTarget,,2011-2015,-72.533,41.7169,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0617,,,,LT1mi2,NonTarget,,2011-2015,-72.672,41.4087,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0618,,,,Pond,NonTarget,,2011-2015,-73.5179,41.5416,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0619,,,,LT1mi2,NonTarget,,2011-2015,-73.3147,41.9323,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0620,,,,Pond,NonTarget,,2011-2015,-72.2624,41.7146,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0621,,,,Pond,NonTarget,,2011-2015,-73.6797,41.1107,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0622,16583,S16583_2011_2015,COMSTOCK BROOK,CMPLTE,Target,3,2011-2015,-73.4632,41.215,156.3568317,54,0.011,17950,37.6,0.26225,0.263,0.002,0.0165,0.6395,0.0375,147.5,11.75,69.31,Pass,,0.468333333,0.176666667,7.260981912,BCG3,
CTS06621-0623,17852,S17852_2011_2015,Shady Oak School House Brook,CMPLTE,Target,3,2011-2015,-71.8104,41.9004,156.3568317,11.25,0.019625,6197.5,10.55,0.2575,0.2585,0.00325,0.005,0.41975,0.025875,77.25,23.5,43.64,Ambiguous,1,0.0048,0.6544,0.072815534,BCG3,BCG1
CTS06621-0624,,,,LT1mi2,NonTarget,,2011-2015,-72.0816,41.5924,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0625,,,,LT1mi2,NonTarget,,2011-2015,-72.1574,41.4892,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0626,,,,LT1mi2,NonTarget,,2011-2015,-73.3989,41.4238,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0627,,,,LT1mi2,NonTarget,,2011-2015,-72.8967,41.6966,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0628,,,,lowgrad,Target,,2011-2015,-72.3634,41.8623,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0629,,,,LT1mi2,NonTarget,,2011-2015,-72.5962,41.47,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0630,,,,NoAcc,Target,,2011-2015,-73.0213,41.4258,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0631,,,,LowGrad,Target,,2011-2015,-73.207,41.8304,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0632,,,,LowGrad,Target,,2011-2015,-72.6198,41.7458,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0633,,,,Pond,NonTarget,,2011-2015,-72.7503,41.2914,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0634,18882,S18882_2011_2015,Cemetery Pond Brook,CMPLTE,Target,3,2011-2015,-73.1268,41.2528,156.3568317,13.5,0.069,12800,54.95,0.875,0.8915,0.018,0.0185,1.534,0.1485,202,58,,,,0.044628099,0.861157025,0.49270073,BCG4,BCG5
CTS06621-0635,,,,LT1mi2,NonTarget,,2011-2015,-73.38,41.9138,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0636,17568,S17568_2011_2015,Sherman Brook,CMPLTE,Target,3,2011-2015,-72.3,41.5792,156.3568317,12.83333333,0.0132,6984.166667,29.85,0.132166667,0.132666667,0.0025,0.006,0.365166667,0.0202,142,6.416666667,53.26,Pass,,0.03271028,0.132398754,1.981132075,BCG3,BCG4
CTS06621-0637,,,,LT1mi2,NonTarget,,2011-2015,-72.9995,41.6136,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0638,,,,LT1mi2,NonTarget,,2011-2015,-73.36,41.1788,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0639,17295,S17295_2011_2015,Bigelow Brook,CMPLTE,Target,3,2011-2015,-72.1369,41.9143,156.3568317,17.33333333,0.0102,4680,24.38333333,0.033,0.033,0.003,0.0045,0.201,0.0152,82.33333333,8.5,71.53,Pass,1,0.016207455,0.705024311,0.224719101,BCG3,BCG3
CTS06621-0640,15796,S15796_2011_2015,PENDLETON HILL BROOK,CMPLTE,Target,3,2011-2015,-71.836,41.4879,156.3568317,7.5,0.0137,3674.9,8.27,0.05835,0.06005,0.003,0.00825,0.3576,0.02465,69.3,13.2,74.97,Pass,1,0.028333333,0.633333333,0.428211587,BCG2,BCG3
CTS06621-0641,,,,LT1mi2,NonTarget,,2011-2015,-71.8626,41.4232,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0642,,,,pond,NonTarget,,2011-2015,-73.0359,41.6138,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0643,,,,pond,NonTarget,,2011-2015,-73.2988,41.3446,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0644,,,,LT1mi2,NonTarget,,2011-2015,-72.644,42.0034,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0645,,,,pond,NonTarget,,2011-2015,-72.3803,41.5046,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0646,,,,LT1mi2,NonTarget,,2011-2015,-73.1672,41.6516,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0647,,,,LT1mi2,NonTarget,,2011-2015,-73.2496,42.0019,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0648,16440,S16440_2011_2015,Fawn Brook,CMPLTE,Target,3,2011-2015,-72.3993,41.6483,156.3568317,20.66666667,0.00475,8086.666667,15.8,0.1,0.103,0.004,0.016,0.29175,0.04225,79.5,3.25,80.57,Pass,,0.75154321,0.024691358,9.681908549,BCG2,
CTS06621-0649,,,,LT1mi2,NonTarget,,2011-2015,-72.4897,41.431,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0650,,,,LT1mi2,NonTarget,,2011-2015,-73.1154,41.3551,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0651,,,,LT1mi2,NonTarget,,2011-2015,-72.9285,41.9383,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0652,,,,LT1mi2,NonTarget,,2011-2015,-71.9696,41.7934,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0653,,,,LowGrad,Target,,2011-2015,-72.6957,41.5262,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0654,,,,LT1mi2,NonTarget,,2011-2015,-73.4612,41.0757,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0655,,,,LT1mi2,NonTarget,,2011-2015,-73.459,41.7721,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0656,15176,S15176_2011_2015,Natchaug River,CMPLTE,Target,3,2011-2015,-72.1511,41.758,156.3568317,16.4,0.0093,6256,18.96,0.104,0.1043,0.0026,0.0059,0.2548,0.0154,90.6,2.8,76.41,Pass,1,0.050075873,0.018209408,7.333333333,BCG4,
CTS06621-0657,,,,LT1mi2,NonTarget,,2011-2015,-72.4051,41.32,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0658,14404,S14404_2011_2015,Pomperaug River,CMPLTE,Target,3,2011-2015,-73.2551,41.4608,156.3568317,43.85714286,0.0231,22100,47.88571429,0.846857143,0.850571429,0.00457,0.0131,1.032285714,0.0264,212.2857143,5.928571429,52.8,Pass,,0.446666667,0.035,9.273356401,BCG5,BCG2
CTS06621-0659,,,,LT1mi2,NonTarget,,2011-2015,-72.9898,41.7251,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0660,,,,LT1mi2,NonTarget,,2011-2015,-72.7401,41.9266,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0661,,,,LT1mi2,NonTarget,,2011-2015,-72.302,41.3701,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0662,,,,LT1mi2,NonTarget,,2011-2015,-73.3016,41.6508,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0663,18883,S18883_2011_2015,East Branch Naugatuck River,CMPLTE,Target,3,2011-2015,-73.1363,41.8773,156.3568317,23.5,0.0045,7670,20.25,0.1155,0.1155,0.003,0.0035,0.7795,0.019,84,3.5,65.41,Pass,1,0.006622517,0.761589404,0.086206897,BCG3,BCG3
CTS06621-0664,,,,Pond,NonTarget,,2011-2015,-72.4757,41.6931,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0665,,,,LT1mi2,NonTarget,,2011-2015,-72.6557,41.3213,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0666,,,,LT1mi2,NonTarget,,2011-2015,-73.4701,41.6799,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0667,16258,S16258_2011_2015,West Branch Farmington River,CMPLTE,Target,3,2011-2015,-73.0184,41.9692,156.3568317,25.66666667,0.01625,5670,17.3,0.0905,0.09525,0.0055,0.00525,0.23525,0.00725,74,4.25,58.97,Pass,1,0,0.808108108,0,BCG3,
CTS06621-0668,,,,pond,NonTarget,,2011-2015,-72.0268,41.7467,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0669,,,,lowgrad,Target,,2011-2015,-72.697,41.6102,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0670,,,,LT1mi2,NonTarget,,2011-2015,-73.5233,41.1739,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0671,17565,S17565_2011_2015,Long Branch Brook,CMPLTE,Target,3,2011-2015,-71.8695,42.0133,156.3568317,13.33333333,0.035,9920,65.56666667,0.0697,0.0713,0.00367,0.0127,0.445333333,0.0637,234,30.66666667,53.59,Pass,,0.024232633,0.323101777,0.697674419,BCG4,BCG5
